player_id,device_model,tutorial_started,tutorial_completed,first_match,city_build,retained_1d,retained_7d,retained_30d,levels_completed,sessions_played,days_retained,spend_amount
P00201,CPH2579,1,0,0,0,1,0,0,1,5,8,0.0
P00202,SM-A065F,1,1,0,0,0,0,0,15,24,17,0.0
P00203,X6525,1,1,1,0,0,0,0,4,10,8,0.0
P00204,Redmi Note 8T,1,1,0,0,0,0,0,12,21,3,0.0
P00205,Neon Ray Ultra M,1,1,1,1,0,0,0,6,8,5,8.503896541341728
P00206,SM-A055F,1,1,1,0,0,0,0,10,12,17,0.0
P00207,SM-A032F,1,1,1,1,1,1,1,11,18,18,0.0
P00208,SM-G960U,1,0,0,0,0,0,0,3,12,16,0.0
P00209,SM-A055F,1,1,0,0,1,1,1,10,17,1,0.0
P00210,KL4,1,1,1,0,0,0,0,10,12,22,0.0
P00211,KF7j,0,0,0,0,0,0,0,0,6,9,0.0
P00212,2201117TG,1,1,0,0,0,0,0,2,5,23,0.0
P00213,Moto E14,1,1,1,0,1,1,0,7,9,8,0.0
P00214,BG6,1,0,0,0,0,0,0,1,3,29,0.0
P00215,P683L,0,0,0,0,1,1,1,4,10,12,0.0
P00216,SM-A155F,1,0,0,0,1,1,0,2,8,4,0.0
P00217,SM-A145F,1,1,1,0,1,1,1,7,14,12,0.0
P00218,BE7,1,0,0,0,1,0,0,3,10,3,0.0
P00219,23028RN4DG,1,1,1,0,1,0,0,7,12,1,0.0
P00220,CPH2059,1,1,0,0,0,0,0,11,15,2,0.0
P00221,X665C,1,1,0,0,0,0,0,9,14,6,0.0
P00222,DUB-LX1,1,0,0,0,1,0,0,2,4,8,0.0
P00223,SM-A032F,0,0,0,0,0,0,0,0,1,15,0.0
P00224,SM-A127F,1,1,0,0,0,0,0,8,17,6,0.0
P00225,SM-A057F,1,1,0,0,1,1,1,12,17,27,0.0
P00226,KL5,1,0,0,0,1,1,1,6,9,3,0.0
P00227,A8,1,1,1,1,0,0,0,11,12,14,0.0
P00228,X669,1,0,0,0,1,0,0,2,6,4,0.0
P00229,AGS-L09 Mediapad T5,1,1,1,1,0,0,0,4,6,1,0.0
P00230,CD7,1,0,0,0,1,0,0,0,7,15,0.0
P00231,CPH2631,1,1,0,0,0,0,0,12,21,6,0.0
P00232,Z2453,1,1,1,1,1,1,0,8,16,2,0.0
P00233,22120RN86G,1,0,0,0,1,0,0,1,8,18,0.0
P00234,CPH2591,1,1,0,0,1,0,0,14,22,13,0.0
P00235,KJ5,1,1,1,1,0,0,0,8,13,1,0.0
P00236,BD4j,1,1,1,1,0,0,0,6,7,1,0.0
P00237,SM-A165F,1,1,0,0,0,0,0,8,15,1,0.0
P00238,SM-A055F,1,1,1,0,0,0,0,9,10,2,0.0
P00239,SM-A145R,1,1,0,0,1,0,0,6,7,20,0.0
P00240,SM-A042F,1,1,1,0,0,0,0,5,9,6,0.0
P00241,X660C,1,1,1,1,0,0,0,10,11,14,0.0
P00242,P6,1,1,0,0,0,0,0,10,11,1,0.0
P00243,SM-G950U1,1,0,0,0,0,0,0,4,5,4,0.0
P00244,SM-A127F,1,1,1,1,0,0,0,13,22,19,0.0
P00245,SM-A055F,1,0,0,0,0,0,0,2,4,17,0.0
P00246,NEON RAY,0,0,0,0,0,0,0,4,6,9,0.0
P00247,Neon Ray Ultra,1,0,0,0,1,0,0,3,9,20,0.0
P00248,X6528B,1,0,0,0,1,1,0,2,3,1,0.0
P00249,SOV43,0,0,0,0,0,0,0,0,5,7,0.0
P00250,SM-A566B,1,1,1,0,1,1,0,11,20,3,0.0
P00251,X6516,1,1,0,0,1,0,0,11,15,23,10.49613670967939
P00252,KG5j,1,1,0,0,1,1,0,8,9,23,0.0
P00253,KFTRWI,1,1,0,0,0,0,0,13,22,1,0.0
P00254,24048RN6CG,1,0,0,0,0,0,0,1,9,18,0.0
P00255,X6525,0,0,0,0,0,0,0,1,9,7,0.0
P00256,SM-A105F,1,1,0,0,0,0,0,12,19,7,0.0
P00257,SM-N970F,1,1,0,0,0,0,0,11,19,15,0.0
P00258,iPhone X,1,0,0,0,1,0,0,1,9,8,0.0
P00259,DUB-LX1,1,1,1,0,0,0,0,3,9,16,0.0
P00260,SM-A032F,1,1,1,1,0,0,0,6,14,13,0.0
P00261,X6716B,1,1,1,0,0,0,0,5,9,21,0.0
P00262,SM-G935U,1,1,1,1,1,0,0,8,12,3,0.0
P00263,BF6,1,1,1,1,0,0,0,7,15,13,0.0
P00264,2409BRN2CG,0,0,0,0,0,0,0,4,10,3,0.0
P00265,CF7k,1,1,1,1,0,0,0,5,7,4,0.0
P00266,KJ7,1,1,0,0,1,1,1,11,18,20,0.0
P00267,A667LP,1,1,1,0,1,1,1,16,19,17,0.0
P00268,SM-X110,1,0,0,0,0,0,0,3,6,3,0.0
P00269,SM-A135F,1,1,1,1,0,0,0,7,16,9,0.0
P00270,X6516,1,1,1,0,1,1,1,17,18,13,0.0
P00271,SM-A156E,1,0,0,0,1,1,1,3,6,7,0.0
P00272,SM-G955F,1,1,0,0,0,0,0,10,16,7,0.0
P00273,SM-A536B,0,0,0,0,1,0,0,1,4,7,0.0
P00274,SM-A235M,1,1,0,0,1,0,0,7,11,16,0.0
P00275,STK-L21,0,0,0,0,1,1,1,2,7,3,0.0
P00276,M2006C3LG,1,1,1,1,1,0,0,10,13,10,0.0
P00277,SM-A528B,1,0,0,0,1,0,0,5,12,16,0.0
P00278,23028RN4DG,1,0,0,0,1,0,0,3,11,17,0.0
P00279,SM-J410F,1,1,0,0,0,0,0,8,11,4,0.0
P00280,LD7,1,1,1,1,1,1,1,17,20,3,0.0
P00281,X695,1,1,1,1,0,0,0,8,12,23,0.0
P00282,23106RN0DA,1,0,0,0,0,0,0,0,1,7,0.0
P00283,C22,0,0,0,0,0,0,0,4,10,6,0.0
P00284,SM-A032F,1,1,1,0,0,0,0,4,10,18,0.0
P00285,CPH1923,1,0,0,0,1,0,0,2,8,11,0.0
P00286,SM-A055F,1,1,0,0,0,0,0,9,18,13,0.0
P00287,CK6,1,1,1,1,1,1,1,11,19,12,0.0
P00288,A512W,1,0,0,0,0,0,0,4,6,16,0.0
P00289,A665L,1,0,0,0,0,0,0,1,10,2,0.0
P00290,X665,1,1,0,0,0,0,0,10,13,11,0.0
P00291,SM-A055F,1,1,1,1,1,1,0,5,14,8,3.4443189573158204
P00292,SM-A055F,1,1,1,1,0,0,0,9,11,5,0.0
P00293,24116RACCG,1,1,1,0,0,0,0,5,11,1,0.0
P00294,SM-A135F,1,1,1,0,1,1,0,4,10,22,0.0
P00295,2409BRN2CA,1,1,1,1,0,0,0,10,19,9,0.0
P00296,A671L,0,0,0,0,0,0,0,4,6,27,0.0
P00297,P661W,1,1,1,1,0,0,0,1,3,8,0.0
P00298,BG6,1,1,1,1,1,0,0,13,22,19,0.0
P00299,LE6,1,1,0,0,0,0,0,10,12,7,0.0
P00300,SM-A065F,1,1,1,0,0,0,0,6,11,21,1.3620210660109313
P00301,SM-A055F,0,0,0,0,1,1,0,0,3,18,0.0
P00302,CPH2471,1,1,0,0,1,0,0,7,12,1,0.0
P00303,X688B,1,1,1,0,0,0,0,8,9,11,0.0
P00304,SM-A137F,0,0,0,0,1,1,1,2,6,3,0.0
P00305,SM-A725F,1,1,1,1,0,0,0,10,15,20,0.0
P00306,CPH2371,1,0,0,0,1,0,0,2,4,25,3.0395172845246785
P00307,SM-A107F,0,0,0,0,0,0,0,1,2,6,0.0
P00308,SM-A145F,1,1,1,1,1,0,0,8,10,11,6.384774230600703
P00309,IX,0,0,0,0,1,0,0,1,8,16,0.0
P00310,SM-A057F,1,1,1,1,0,0,0,10,11,23,0.0
P00311,A667L,0,0,0,0,1,0,0,2,10,9,0.0
P00312,SM-A065F,1,0,0,0,0,0,0,2,11,25,0.0
P00313,SM-A055F,0,0,0,0,0,0,0,4,10,21,0.0
P00314,SM-T387T,1,1,0,0,0,0,0,10,12,19,0.0
P00315,iPhone 8,1,0,0,0,1,1,0,5,6,3,0.0
P00316,iPhone X,1,1,0,0,0,0,0,5,14,12,0.0
P00317,25028RN03A,1,1,1,1,0,0,0,7,11,17,0.0
P00318,X6525,1,1,0,0,0,0,0,13,18,1,0.0
P00319,KL4,1,1,0,0,1,1,1,4,12,17,0.0
P00320,KI5k,1,0,0,0,0,0,0,5,10,9,0.0
P00321,SM-A217F,1,0,0,0,0,0,0,1,2,21,0.0
P00322,SM-T515,1,0,0,0,1,0,0,2,6,15,0.0
P00323,CM5,0,0,0,0,0,0,0,1,8,1,0.0
P00324,SM-A165F,1,0,0,0,0,0,0,2,10,7,0.0
P00325,RMX3261,1,1,0,0,0,0,0,5,7,1,0.0
P00326,iPhone 7 Plus,1,1,0,0,0,0,0,11,17,1,0.0
P00327,SM-A045F,1,0,0,0,1,1,0,3,9,29,0.0
P00328,GFY-LX2,1,1,0,0,1,1,1,6,10,5,0.0
P00329,V2332,1,0,0,0,0,0,0,2,7,3,0.0
P00330,KL5,1,0,0,0,1,0,0,1,5,23,0.0
P00331,SM-A135F,1,1,1,0,0,0,0,7,15,6,0.0
P00332,A663LC,1,1,1,0,0,0,0,7,16,6,6.851148434361347
P00333,SM-A055F,1,1,1,0,0,0,0,8,9,23,0.0
P00334,2409BRN2CA,1,1,1,0,0,0,0,11,19,13,0.0
P00335,SM-A055F,1,1,1,1,1,0,0,3,11,4,0.0
P00336,SM-A055F,1,1,1,1,1,1,1,8,17,6,0.0
P00337,TB-X306X,1,1,0,0,0,0,0,13,20,2,0.0
P00338,2404ARN45A,1,1,1,1,1,1,0,10,16,15,0.0
P00339,JKM-LX1,1,1,0,0,1,1,1,15,23,4,0.0
P00340,SM-A032F,1,1,1,1,1,0,0,6,11,9,0.0
P00341,CPH2591,1,1,0,0,0,0,0,4,6,15,0.0
P00342,JKM-LX1,1,1,1,1,0,0,0,6,10,10,0.0
P00343,X6525,1,1,0,0,0,0,0,10,12,10,0.0
P00344,BG6i,1,0,0,0,1,1,1,4,9,24,0.0
P00345,A669L,0,0,0,0,0,0,0,2,6,20,0.0
P00346,X6816,1,1,1,0,0,0,0,5,9,8,0.0
P00347,PR652B,1,0,0,0,0,0,0,1,10,13,0.0
P00348,SM-A055F,0,0,0,0,0,0,0,3,6,9,0.0
P00349,C22,1,1,1,1,0,0,0,8,14,14,0.0
P00350,KG6,1,1,1,0,0,0,0,4,11,24,0.0
P00351,Z2453,1,1,0,0,0,0,0,6,10,13,3.133450433245992
P00352,TSP,1,0,0,0,0,0,0,1,8,3,0.0
P00353,23021RAAEG,1,1,0,0,1,0,0,10,17,21,0.0
P00354,X6525,1,1,0,0,1,0,0,10,18,17,0.0
P00355,SM-A065F,1,1,1,0,0,0,0,7,14,4,0.0
P00356,BC2c,1,1,1,0,1,0,0,6,7,14,0.0
P00357,SM-A055F,1,1,1,0,0,0,0,9,16,25,0.0
P00358,K15q,1,1,1,0,0,0,0,10,19,24,0.0
P00359,WAS-LX2,1,1,1,1,0,0,0,11,14,29,0.0
P00360,X6725,1,1,1,0,1,0,0,8,17,16,0.0
P00361,KG5j,1,1,1,0,1,1,1,2,9,28,0.0
P00362,BC2c,1,1,0,0,0,0,0,8,11,2,0.0
P00363,RMX3834,0,0,0,0,1,0,0,1,10,5,0.0
P00364,A662L,1,0,0,0,0,0,0,1,6,11,0.0
P00365,Z2350,1,1,1,1,0,0,0,10,16,8,0.0
P00366,KG5j,1,1,1,0,1,1,1,10,17,2,0.0
P00367,SM-N770F,1,1,1,0,0,0,0,9,11,3,0.0
P00368,iPhone XS,1,0,0,0,1,0,0,2,8,7,0.0
P00369,KJ5,1,1,1,0,0,0,0,7,14,20,0.0
P00370,SM-A065F,1,0,0,0,1,1,0,3,11,24,0.0
P00371,SM-A032F,1,1,0,0,0,0,0,12,17,23,0.0
P00372,SM-A055F,0,0,0,0,1,1,0,2,9,6,8.396065474376732
P00373,SM-A032F,1,1,0,0,1,0,0,9,15,18,0.0
P00374,SM-A013G,1,1,0,0,0,0,0,6,15,7,0.0
P00375,SM-A065F,0,0,0,0,1,1,0,1,10,14,0.0
P00376,SM-A145F,1,1,1,0,1,0,0,14,22,21,0.0
P00377,TFY-LX2,1,1,1,0,0,0,0,12,18,5,0.0
P00378,SM-A055F,1,0,0,0,1,0,0,6,10,9,0.0
P00379,B1g,1,1,1,1,1,0,0,9,16,10,0.0
P00380,A665L,1,1,1,1,0,0,0,5,14,8,0.0
P00381,2409BRN2CA,1,1,0,0,1,0,0,7,11,22,0.0
P00382,iPhone X,1,1,0,0,0,0,0,14,18,2,0.0
P00383,WDY-LX2,1,0,0,0,1,1,0,3,4,27,0.0
P00384,CG8h,1,0,0,0,0,0,0,1,6,25,0.0
P00385,KJ6,1,1,1,1,1,0,0,8,12,8,0.0
P00386,C2 2nd Edition,1,0,0,0,0,0,0,2,5,21,0.0
P00387,A665L,1,1,1,0,0,0,0,5,7,2,0.0
P00388,SM-A042F,0,0,0,0,0,0,0,2,11,25,0.0
P00389,CPH2669,1,1,1,1,1,1,1,11,19,18,0.0
P00390,JSN-L22,1,1,1,0,1,0,0,8,17,15,0.0
P00391,SM-G998N,1,0,0,0,1,1,1,1,3,9,0.0
P00392,BF7,1,1,1,0,1,0,0,6,15,1,0.0
P00393,SM-A127F,1,1,0,0,1,0,0,9,10,18,0.0
P00394,MRD-LX1F,1,1,0,0,0,0,0,9,12,18,0.0
P00395,23106RN0DA,1,1,1,0,0,0,0,8,10,14,0.0
P00396,S57,1,0,0,0,1,0,0,2,9,6,0.0
P00397,W6502,1,1,1,1,1,0,0,5,8,2,0.0
P00398,Neon Ray Ultra,1,0,0,0,1,0,0,2,10,1,7.569205597796267
P00399,CPH2669,1,0,0,0,0,0,0,3,10,3,5.497980085447363
P00400,SM-M145F,1,1,1,1,0,0,0,6,13,3,0.0
P00401,SM-A032F,1,1,1,0,0,0,0,7,15,6,0.0
P00402,SM-T713,1,1,1,0,0,0,0,11,19,18,0.0
P00403,KD7,1,1,1,1,1,1,0,9,13,7,0.0
P00404,E70 Pro,1,1,1,0,1,1,1,4,7,30,0.0
